id,target,train_preds,train_probs
14354893,0,0,0.07
37213946,0,0,0.0
46508842,0,0,0.17
592304725272279808,0,0,0.12
48826637,0,0,0.17
634753631723620871,0,0,0.02
53043298,0,0,0.09
51343250,0,0,0.12
49883083,0,0,0.11
21193008,1,1,0.71
54262253,0,0,0.07
630691608601393838,0,0,0.08
41191686,0,0,0.0
43849261,0,0,0.04
52364917,0,0,0.0
21609115,1,1,0.7
41192746,0,0,0.0
552105942543175612,0,0,0.09
49931280,0,0,0.17
4824642,1,1,0.74
49579419,0,0,0.1
38487889,0,0,0.02
31195513,1,1,0.85
38747798,0,0,0.02
39807337,0,0,0.04
45943687,0,0,0.06
34256241,1,1,0.85
48830781,1,1,0.74
54328541,0,0,0.0
50448111,1,1,0.74
36113009,0,0,0.15
560953618368543115,0,0,0.05
46279680,1,1,0.79
7182725,0,0,0.12
11929640,0,0,0.13
12929092,1,1,0.78
31907806,0,0,0.0
50012322,0,0,0.05
22194223,0,0,0.14
53159210,0,0,0.0
53395720,0,0,0.1
43656244,0,0,0.04
26052236,0,0,0.06
6492561,0,0,0.15
21420636,0,0,0.2
15774725,0,0,0.12
28390285,1,1,0.81
19072129,1,1,0.8
39670252,0,0,0.14
15636523,0,0,0.16
613763716083088896,0,0,0.13
47144474,1,1,0.68
4966651,1,1,0.85
47802964,0,0,0.01
29928595,0,0,0.16
23343029,0,0,0.08
20652889,0,0,0.01
34396988,0,0,0.08
598548586884778368,0,0,0.04
37716798,1,1,0.83
51333279,0,0,0.09
16019840,0,0,0.09
52092378,0,0,0.07
950167,0,0,0.14
14578051,1,1,0.88
47200013,0,0,0.2
8171247,0,0,0.1
21420566,0,0,0.07
10990130,0,0,0.06
51387794,0,0,0.19
52074454,0,0,0.18
52690531,1,1,0.72
52812423,0,0,0.1
40199014,1,1,0.81
48942461,0,0,0.07
50034391,0,0,0.11
11687785,1,1,0.8
45898391,0,0,0.03
29858501,0,0,0.21
31340551,1,1,0.83
45023113,0,0,0.04
46683195,0,0,0.1
3998944,1,1,0.76
558701940716161442,0,0,0.0
41032009,0,0,0.1
53521436,0,0,0.1
627737696651800188,0,0,0.06
27260122,0,0,0.07
3333695,0,0,0.11
25486549,0,0,0.18
29665214,0,0,0.14
554315335298782837,0,0,0.0
5104060,0,0,0.14
42568581,0,0,0.03
236330,1,1,0.76
54329072,0,0,0.0
34510513,0,0,0.04
52151955,0,0,0.01
20393066,1,1,0.74
32339001,0,0,0.01
46393702,1,1,0.81
29212798,0,0,0.01
32338901,0,0,0.02
558773637368022723,1,1,0.72
3264661,1,1,0.85
38363889,0,0,0.17
627736528339697550,0,0,0.06
22572057,1,1,0.78
582411239736417799,0,0,0.13
21450162,1,1,0.9
9551015,0,0,0.16
49426301,1,1,0.84
50726629,1,1,0.89
48998006,0,0,0.12
43656226,0,0,0.03
30796257,0,0,0.05
13563803,1,1,0.97
21025701,0,0,0.08
17751486,0,0,0.01
17717138,0,0,0.12
32933450,0,0,0.14
45677243,0,0,0.0
41643279,0,0,0.0
23679963,0,0,0.26
18462396,1,1,0.82
49054626,0,0,0.0
38674148,0,0,0.06
22121875,0,0,0.14
11041822,1,1,0.97
39095701,1,1,0.86
23560658,1,1,0.83
11041816,1,1,0.94
38483574,1,1,0.82
31567276,1,1,0.67
54294203,0,0,0.05
51839146,1,1,0.76
43656476,0,0,0.02
48097852,1,1,0.76
10040889,0,0,0.07
605928606479726224,1,1,0.8
42172244,1,1,0.75
579111698608227981,0,0,0.0
53941643,0,0,0.1
48568026,0,0,0.08
27756538,0,0,0.08
43592705,0,0,0.06
49658384,1,1,0.79
555423958970094134,0,0,0.17
41787834,0,0,0.07
50005131,0,0,0.03
47101855,1,1,0.83
32339041,0,0,0.01
20079867,0,0,0.05
43248996,1,1,0.8
651629,0,0,0.16
11928210,0,0,0.06
14883703,0,0,0.14
50158506,0,0,0.03
32342351,0,0,0.02
48318033,1,1,0.97
35170283,1,1,0.64
634851511657561485,1,1,0.76
24251733,0,0,0.11
2012438,1,1,0.7
36493485,1,1,0.95
17850534,0,0,0.04
21420640,0,0,0.03
32339096,0,0,0.03
580046234115573412,0,0,0.11
3623182,0,0,0.09
30065956,0,0,0.08
48157345,0,0,0.08
554320068997897716,0,0,0.01
49130686,1,1,0.95
52485407,0,0,0.02
11128945,1,1,0.7
17750773,0,0,0.14
49424022,1,1,0.76
14523787,0,0,0.05
29828923,0,0,0.12
26259704,1,1,0.8
53134766,0,0,0.04
630529325308933144,0,0,0.09
586254672738609305,0,0,0.13
17498037,1,1,0.86
7649574,0,0,0.18
46549376,0,0,0.0
54328858,0,0,0.0
54328425,0,0,0.0
54328661,0,0,0.0
612972802983247398,0,0,0.02
7076121,0,0,0.12
15537872,0,0,0.12
612969878136749738,0,0,0.0
612970918130036634,0,0,0.02
51040148,1,1,0.78
23398763,0,0,0.09
43656325,0,0,0.02
11327064,1,1,0.79
32338873,0,0,0.03
15990595,0,0,0.15
30796259,0,0,0.03
612968647960070143,0,0,0.0
16770600,1,1,0.74
632036141216121686,0,0,0.06
620825652316205539,0,0,0.0
37755337,0,0,0.16
48594067,1,1,0.96
52957220,0,0,0.09
6250197,1,1,0.86
612967674562055271,0,0,0.0
32338874,0,0,0.02
45417,1,1,0.81
5728,1,1,0.8
5729,1,1,0.83
109,0,0,0.12
46699,0,0,0.03
6033,0,0,0.12
46853,0,0,0.15
7992,1,1,0.8
2732,1,1,0.84
46858,1,1,0.79
2864,0,0,0.15
8021,0,0,0.14
47078,0,0,0.13
3021,0,0,0.16
47537,1,1,0.93
9140,0,0,0.1
9376,0,0,0.06
47794,0,0,0.11
10760,0,0,0.16
50005,1,1,0.74
79502,1,1,0.75
11374,0,0,0.04
51498,0,0,0.22
11511,1,1,0.71
80714,1,1,0.83
80734,0,0,0.14
11877,0,0,0.13
51546,1,1,0.7
13776,1,1,0.87
14098,1,1,0.87
52871,1,1,0.78
14124,1,1,0.81
84694,1,1,0.88
84789,0,0,0.18
15089,1,1,0.78
85973,0,0,0.09
53945,0,0,0.13
15333,0,0,0.11
18041,1,1,0.79
61578,1,1,0.72
61582,1,1,0.86
18067,1,1,0.82
19887,0,0,0.13
86945,0,0,0.08
20786,1,1,0.87
22355,1,1,0.81
65467,0,0,0.11
22496,0,0,0.19
67089,1,1,0.76
67792,0,0,0.13
23363,0,0,0.15
23710,1,1,0.74
23925,1,1,0.69
90986,0,0,0.16
69015,0,0,0.05
96334,0,0,0.23
97000,0,0,0.09
97354,0,0,0.17
23979,1,1,0.87
69838,0,0,0.12
24349,1,1,0.74
25670,0,0,0.12
26082,0,0,0.25
28529,1,1,0.82
30470,0,0,0.11
99962,0,0,0.15
100074,0,0,0.13
74770,0,0,0.14
101702,1,1,0.83
31237,0,0,0.18
75212,1,1,0.72
32850,0,0,0.06
106052,1,1,0.77
106061,0,0,0.11
212140,1,1,0.74
111646,0,0,0.14
212142,1,1,0.8
32963,1,1,0.75
214533,0,0,0.1
37298,1,1,0.84
113253,0,0,0.13
215161,1,1,0.77
114203,1,1,0.79
38365,0,0,0.11
40667,0,0,0.11
217666,1,1,0.81
120005,0,0,0.08
217971,1,1,0.76
44511,0,0,0.06
221502,0,0,0.12
311176,0,0,0.13
226517,1,1,0.79
312387,1,1,0.78
320747,0,0,0.09
321051,0,0,0.09
229799,0,0,0.03
132908,0,0,0.17
321179,0,0,0.1
321599,1,1,0.81
236832,0,0,0.23
323093,0,0,0.13
326787,1,1,0.76
135608,0,0,0.01
237985,0,0,0.13
138211,0,0,0.18
327934,0,0,0.15
237988,0,0,0.1
328989,0,0,0.1
239032,1,1,0.93
153412,0,0,0.14
329059,0,0,0.18
331450,0,0,0.1
241906,0,0,0.13
336043,0,0,0.1
160288,0,0,0.11
242108,1,1,0.8
337928,0,0,0.1
344646,1,1,0.77
162047,0,0,0.04
164889,0,0,0.14
249907,1,1,0.75
347925,0,0,0.13
254259,1,1,0.82
181430,0,0,0.08
350634,1,1,0.81
254320,1,1,0.82
183319,0,0,0.24
184314,0,0,0.09
254844,0,0,0.17
354281,0,0,0.23
255656,1,1,0.85
185536,0,0,0.18
185557,0,0,0.12
255701,1,1,0.8
187526,1,1,0.94
256182,0,0,0.12
357323,0,0,0.16
357488,0,0,0.13
188081,0,0,0.03
256622,0,0,0.13
357690,1,1,0.84
258803,0,0,0.08
194809,0,0,0.19
196410,0,0,0.1
259679,0,0,0.16
197756,1,1,0.8
260698,1,1,0.73
198613,0,0,0.13
360147,0,0,0.08
262430,0,0,0.11
361703,1,1,0.8
203991,0,0,0.09
206662,0,0,0.09
210489,0,0,0.11
365635,0,0,0.21
266975,1,1,0.77
371373,0,0,0.15
210855,0,0,0.11
269521,0,0,0.13
374590,1,1,0.85
212036,0,0,0.07
438472,0,0,0.23
272637,1,1,0.77
440133,0,0,0.11
440908,0,0,0.09
441166,0,0,0.16
446566,0,0,0.1
446757,1,1,0.76
376740,1,1,0.81
278106,0,0,0.16
278184,0,0,0.22
377271,0,0,0.13
453527,0,0,0.21
279086,0,0,0.18
455114,1,1,0.68
381068,1,1,0.87
281287,0,0,0.01
286019,0,0,0.18
460731,1,1,0.81
286866,1,1,0.79
462726,1,1,0.89
393966,0,0,0.09
287339,1,1,0.81
394508,0,0,0.15
394904,0,0,0.16
395221,1,1,0.8
395305,0,0,0.14
463903,0,0,0.13
468573,0,0,0.13
469951,0,0,0.14
288038,0,0,0.01
472748,1,1,0.83
482704,1,1,0.69
400478,0,0,0.03
288061,0,0,0.07
288428,1,1,0.85
490221,0,0,0.15
400940,1,1,0.88
290530,0,0,0.1
400984,0,0,0.07
402053,1,1,0.88
404691,0,0,0.0
492235,0,0,0.19
296379,0,0,0.03
404795,0,0,0.01
297561,0,0,0.18
494305,0,0,0.12
405296,0,0,0.08
299876,1,1,0.88
300311,0,0,0.02
409740,1,1,0.79
300323,0,0,0.0
411493,1,1,0.73
411757,0,0,0.1
300329,0,0,0.03
414001,0,0,0.11
496208,0,0,0.15
300343,0,0,0.03
300371,0,0,0.05
416651,1,1,0.84
300407,0,0,0.03
498014,1,1,0.83
300476,0,0,0.12
498342,0,0,0.17
499612,1,1,0.8
422037,0,0,0.18
305478,1,1,0.84
424793,0,0,0.15
500559,0,0,0.08
305722,1,1,0.78
424928,1,1,0.78
431476,1,1,0.85
502172,1,1,0.76
307541,0,0,0.13
433762,0,0,0.09
308582,0,0,0.08
435277,0,0,0.11
308584,0,0,0.05
437082,0,0,0.13
438304,0,0,0.12
438464,0,0,0.2
507927,1,1,0.84
510381,0,0,0.1
578100,0,0,0.13
512682,0,0,0.16
513313,0,0,0.13
688048,0,0,0.04
579927,0,0,0.17
688583,0,0,0.2
514836,1,1,0.85
518815,1,1,0.98
524134,1,1,0.76
692712,0,0,0.12
584489,1,1,0.86
693634,1,1,0.73
693919,1,1,0.75
696051,1,1,0.78
526012,1,1,0.76
527222,0,0,0.05
584707,0,0,0.01
696061,0,0,0.15
696078,0,0,0.11
584720,0,0,0.01
697178,0,0,0.12
584724,0,0,0.1
698357,1,1,0.82
700683,0,0,0.1
586709,0,0,0.24
533884,1,1,0.86
534552,1,1,0.84
700798,0,0,0.12
704844,0,0,0.07
707205,0,0,0.11
537446,0,0,0.11
589488,1,1,0.72
710420,0,0,0.11
589618,1,1,0.76
590936,1,1,0.8
719115,0,0,0.14
590957,0,0,0.2
720051,0,0,0.13
593043,0,0,0.08
721679,0,0,0.09
722233,1,1,0.68
594777,1,1,0.78
723628,0,0,0.09
537542,0,0,0.22
537943,0,0,0.06
538568,1,1,0.79
538867,0,0,0.03
723906,0,0,0.18
604321,0,0,0.11
606190,0,0,0.16
723921,0,0,0.14
540451,0,0,0.17
606666,0,0,0.16
542016,1,1,0.84
729486,1,1,0.85
546600,0,0,0.11
611542,0,0,0.11
546663,0,0,0.16
552851,0,0,0.17
729630,0,0,0.14
611841,1,1,0.83
732392,0,0,0.1
732969,0,0,0.1
557734,0,0,0.11
617321,1,1,0.86
562255,1,1,0.91
562348,1,1,0.77
733051,1,1,0.76
733222,1,1,0.9
619457,0,0,0.07
733673,1,1,0.79
565733,0,0,0.21
734774,0,0,0.17
622570,0,0,0.06
565873,1,1,0.8
622766,1,1,0.77
566016,1,1,0.79
737112,1,1,0.88
624219,0,0,0.15
737444,0,0,0.07
738178,0,0,0.13
738427,0,0,0.15
566195,0,0,0.16
571242,1,1,0.76
571586,0,0,0.14
625983,0,0,0.1
577436,1,1,0.76
739940,0,0,0.09
626181,0,0,0.18
776941,0,0,0.11
626302,0,0,0.05
634133,1,1,0.76
739983,1,1,0.87
634390,0,0,0.1
741790,0,0,0.09
635213,1,1,0.9
783158,0,0,0.16
742791,1,1,0.85
743374,0,0,0.18
636629,1,1,0.83
745011,1,1,0.76
746115,1,1,0.8
746876,1,1,0.91
797694,0,0,0.0
797923,1,1,0.76
639363,1,1,0.83
798535,1,1,0.82
642537,1,1,0.71
748363,0,0,0.09
643453,1,1,0.82
749702,0,0,0.11
643866,0,0,0.1
644008,1,1,1.0
644009,1,1,1.0
802935,0,0,0.13
752540,0,0,0.06
649834,0,0,0.1
656636,0,0,0.15
755837,0,0,0.07
658312,1,1,0.79
808398,0,0,0.08
808721,0,0,0.01
661903,0,0,0.16
808891,0,0,0.16
663876,0,0,0.12
761629,0,0,0.05
809072,0,0,0.14
810082,1,1,0.78
761630,0,0,0.07
667836,1,1,0.82
769482,0,0,0.14
770046,1,1,0.79
818266,0,0,0.16
668111,1,1,0.78
669590,1,1,1.0
669808,0,0,0.02
773003,0,0,0.16
669825,0,0,0.05
669955,0,0,0.2
819960,0,0,0.19
776555,1,1,0.82
674784,1,1,0.72
821996,0,0,0.09
676727,0,0,0.06
822169,0,0,0.1
678709,1,1,0.86
822262,0,0,0.19
892469,0,0,0.11
893506,1,1,0.7
893786,1,1,0.79
822340,0,0,0.17
679695,1,1,0.77
898252,0,0,0.15
899872,0,0,0.0
686348,0,0,0.17
899909,0,0,0.14
900456,0,0,0.17
828384,0,0,0.08
686726,1,1,0.77
900567,0,0,0.08
686771,0,0,0.22
900915,0,0,0.17
838943,0,0,0.18
687106,0,0,0.13
839546,0,0,0.18
978823,1,1,0.8
840496,1,1,0.86
902788,1,1,0.8
981534,1,1,0.73
904512,0,0,0.1
910914,1,1,0.72
913055,1,1,0.82
983537,0,0,0.13
844240,0,0,0.09
918920,0,0,0.09
984743,1,1,0.75
920895,1,1,0.92
844353,0,0,0.18
844386,1,1,0.74
985864,0,0,0.08
845314,1,1,0.83
921737,1,1,0.76
921738,1,1,0.75
990385,0,0,0.0
845476,0,0,0.07
994791,0,0,0.13
849360,1,1,0.67
849943,0,0,0.1
850182,0,0,0.14
921800,0,0,0.17
997978,1,1,0.77
921828,0,0,0.1
851978,1,1,0.78
1003048,0,0,0.21
1006850,1,1,0.81
925303,1,1,0.75
1008814,1,1,0.82
926060,1,1,0.74
852580,0,0,0.1
854258,0,0,0.13
1010168,0,0,0.18
1011146,0,0,0.12
854515,0,0,0.1
926181,1,1,0.82
932354,1,1,0.83
934139,0,0,0.15
1012454,1,1,0.77
934488,1,1,0.83
934609,0,0,0.11
854589,0,0,0.2
1013865,1,1,0.85
860446,1,1,0.83
1014088,0,0,0.09
860778,1,1,0.76
862074,0,0,0.12
1018606,1,1,0.73
862186,1,1,0.86
1019417,0,0,0.14
868801,1,1,0.82
869189,0,0,0.06
939688,1,1,0.8
1021051,0,0,0.06
939739,0,0,0.15
945240,0,0,0.18
869587,0,0,0.13
1021820,0,0,0.15
873046,0,0,0.1
873218,0,0,0.16
1023702,0,0,0.12
882158,1,1,0.78
1024339,0,0,0.12
882333,0,0,0.06
884715,0,0,0.1
1025111,0,0,0.14
947846,0,0,0.09
1025161,1,1,0.86
1099774,0,0,0.08
1101477,1,1,0.85
948999,1,1,0.83
1027368,1,1,0.81
950208,1,1,0.77
1101568,0,0,0.14
1103947,0,0,0.05
1104042,0,0,0.13
1036437,1,1,0.87
1107547,1,1,0.78
951044,0,0,0.11
1036792,0,0,0.14
951058,0,0,0.11
951515,1,1,0.88
953817,0,0,0.14
953971,0,0,0.05
955634,1,1,0.74
1037283,1,1,0.82
1109439,0,0,0.16
1110856,1,1,0.77
958435,1,1,0.77
959751,0,0,0.0
960372,0,0,0.08
961834,0,0,0.0
1039000,1,1,0.87
1040399,0,0,0.23
962768,0,0,0.17
1112589,1,1,0.81
1042878,1,1,0.8
1112690,0,0,0.11
1043146,0,0,0.12
964803,1,1,0.78
1115276,1,1,0.87
1045863,0,0,0.12
1118155,0,0,0.16
1121391,0,0,0.04
969436,0,0,0.15
970942,0,0,0.11
1125114,0,0,0.14
1046293,0,0,0.17
1125117,0,0,0.01
973113,1,1,0.83
1053394,0,0,0.14
973138,1,1,0.68
1125142,0,0,0.0
1126532,1,1,0.68
1054981,1,1,0.77
1126884,1,1,0.82
975453,1,1,0.85
975929,1,1,0.79
1055976,1,1,0.89
976067,0,0,0.11
1056644,0,0,0.13
1219615,1,1,0.81
1056743,1,1,0.84
1056955,0,0,0.13
1130059,1,1,0.82
1220144,0,0,0.19
1058616,0,0,0.11
1132215,1,1,0.8
1220178,1,1,0.89
1132876,0,0,0.2
1063182,0,0,0.19
1135010,0,0,0.16
1220414,1,1,0.75
1076860,0,0,0.2
1220989,1,1,0.82
1140691,0,0,0.17
1083648,0,0,0.15
1083801,0,0,0.08
1221430,1,1,0.85
1083874,0,0,0.04
1141298,0,0,0.09
1084610,0,0,0.12
1144761,0,0,0.11
1089331,1,1,0.85
1090564,0,0,0.17
1226155,0,0,0.16
1226324,1,1,0.8
1233296,0,0,0.16
1153772,1,1,0.83
1097756,1,1,0.84
1313173,0,0,0.1
1313414,0,0,0.14
1236181,0,0,0.1
1317166,0,0,0.15
1157077,1,1,0.83
1327133,1,1,0.76
1159652,0,0,0.15
1159751,1,1,0.84
1236800,0,0,0.1
1240012,0,0,0.15
1336082,1,1,0.82
1240735,1,1,0.76
1160233,0,0,0.14
1240859,1,1,1.0
1343729,0,0,0.09
1240876,1,1,0.99
1346324,0,0,0.09
1240889,1,1,0.98
1240919,1,1,1.0
1240928,1,1,1.0
1351169,1,1,0.75
1243943,1,1,0.84
1246134,1,1,0.86
1354761,1,1,0.79
1170934,0,0,0.11
1355192,0,0,0.12
1172076,0,0,0.08
1173896,0,0,0.07
1246711,1,1,0.79
1246861,0,0,0.12
1361695,0,0,0.08
1364192,1,1,0.76
1180144,0,0,0.14
1246974,0,0,0.12
1365140,0,0,0.1
1180428,1,1,0.79
1249253,0,0,0.13
1249469,0,0,0.13
1373250,1,1,0.88
1251560,0,0,0.2
1252837,1,1,0.79
1190921,1,1,0.72
1373260,0,0,0.17
1194408,0,0,0.14
1195078,0,0,0.12
1255823,0,0,0.21
1375509,0,0,0.11
1377873,0,0,0.07
1200697,0,0,0.19
1256115,1,1,0.8
1378519,0,0,0.17
1256361,0,0,0.16
1201385,1,1,0.77
1204042,1,1,0.82
1381300,1,1,0.69
1381369,1,1,0.82
1257025,1,1,0.82
1387810,1,1,0.75
1259730,0,0,0.17
1260674,0,0,0.17
1210234,1,1,0.75
1212897,0,0,0.23
1213127,1,1,0.79
1264179,0,0,0.11
1267215,0,0,0.13
1271045,0,0,0.11
1278671,0,0,0.04
1281248,0,0,0.22
1393501,0,0,0.1
1283585,0,0,0.15
1283815,1,1,0.8
1214032,0,0,0.17
1393795,0,0,0.1
1287456,1,1,0.7
1399365,1,1,0.79
1404538,0,0,0.07
1408665,1,1,0.73
1415363,0,0,0.15
1217850,0,0,0.09
1515883,1,1,0.72
1288452,1,1,0.91
1289120,0,0,0.06
1516472,0,0,0.14
1417038,0,0,0.14
1290697,0,0,0.15
1417709,0,0,0.13
1292476,1,1,0.78
1526011,0,0,0.06
1526280,0,0,0.1
1421694,0,0,0.18
1537377,0,0,0.11
1537988,1,1,0.75
1292654,0,0,0.13
1293181,1,1,0.81
1294678,0,0,0.16
1422993,0,0,0.05
1297940,0,0,0.14
1538312,0,0,0.13
1543080,0,0,0.16
1423375,1,1,0.73
1423430,0,0,0.18
1545503,0,0,0.07
1550619,0,0,0.03
1552093,0,0,0.11
1557220,1,1,0.91
1298276,0,0,0.18
1300859,0,0,0.06
1301596,0,0,0.15
1305483,1,1,0.83
1429012,1,1,0.91
1429687,0,0,0.06
1305637,0,0,0.11
1557272,1,1,0.92
1433534,0,0,0.15
1557387,0,0,0.08
1560795,1,1,0.72
1309326,0,0,0.03
1312034,0,0,0.21
1678576,0,0,0.11
1561140,0,0,0.07
1446051,1,1,0.8
1562549,0,0,0.15
1566339,0,0,0.02
1681745,1,1,0.74
1683677,0,0,0.09
1683776,0,0,0.11
1446408,1,1,0.83
1683785,0,0,0.16
1446428,1,1,0.71
1684321,0,0,0.15
1567217,0,0,0.17
1570418,0,0,0.12
1686929,0,0,0.1
1687458,0,0,0.04
1453493,1,1,0.71
1455223,0,0,0.21
1571017,0,0,0.0
1455361,1,1,0.73
1582977,0,0,0.18
1688018,1,1,0.8
1476120,1,1,0.74
1588977,0,0,0.14
1593753,0,0,0.12
1602551,1,1,0.84
1479084,0,0,0.07
1488096,0,0,0.0
1488104,1,1,0.81
1689118,1,1,0.77
1602770,1,1,0.82
1602772,1,1,0.84
1488347,0,0,0.01
1689200,1,1,0.84
1488641,1,1,0.79
1689254,0,0,0.12
1622172,0,0,0.1
1623093,0,0,0.12
1493379,0,0,0.13
1624985,0,0,0.07
1494277,0,0,0.13
1625400,0,0,0.19
1628415,1,1,0.84
1494623,0,0,0.13
1495256,1,1,0.75
1691763,0,0,0.11
1630098,0,0,0.08
1508237,0,0,0.12
1509069,0,0,0.04
1511413,0,0,0.15
1632822,0,0,0.16
1693200,0,0,0.17
1700085,1,1,0.88
1782340,0,0,0.12
1636261,0,0,0.16
1783168,0,0,0.12
1637056,1,1,0.78
1702109,0,0,0.27
1785816,1,1,0.83
1786575,1,1,0.79
1703480,0,0,0.05
1704279,0,0,0.04
1708422,1,1,0.79
1637103,0,0,0.14
1641684,0,0,0.12
1645234,0,0,0.1
1649330,1,1,0.9
1650928,0,0,0.11
1652022,0,0,0.18
1652185,1,1,0.8
1712418,0,0,0.16
1712669,0,0,0.12
1789045,0,0,0.08
1712907,0,0,0.13
1713797,0,0,0.09
1653289,0,0,0.1
1789845,1,1,0.85
1657261,0,0,0.16
1793188,1,1,0.87
1659223,0,0,0.12
1714251,0,0,0.15
1793286,0,0,0.13
1797650,0,0,0.11
1663953,0,0,0.09
1797692,0,0,0.17
1664530,1,1,0.82
1798928,1,1,0.8
1666415,1,1,0.83
1802756,0,0,0.05
1718074,0,0,0.0
1805824,1,1,0.81
1718567,0,0,0.15
1724222,0,0,0.19
1811659,0,0,0.15
1669744,1,1,0.72
1815335,1,1,0.76
1672097,1,1,1.0
1725463,0,0,0.14
1726045,1,1,0.77
1815430,1,1,0.87
1726072,0,0,0.11
1677426,0,0,0.05
1815874,1,1,0.86
1677768,1,1,0.91
1677930,0,0,0.13
1726243,1,1,0.85
1817216,0,0,0.04
1728918,0,0,0.21
1893673,0,0,0.11
1818856,0,0,0.1
1894105,0,0,0.12
1732621,1,1,0.82
1735041,1,1,0.76
1819094,1,1,0.86
1819132,1,1,0.92
1821180,1,1,0.75
1821859,1,1,0.86
1823163,1,1,0.76
1903232,1,1,0.82
1737628,1,1,0.76
1738146,1,1,0.66
1828227,0,0,0.16
1741157,0,0,0.17
1903320,1,1,0.76
1905849,0,0,0.07
1909799,1,1,0.82
1741837,0,0,0.2
1831098,1,1,0.85
1742144,0,0,0.17
1831489,1,1,0.69
1913957,0,0,0.13
1742908,0,0,0.21
1743335,0,0,0.09
1745439,0,0,0.05
1831849,1,1,0.86
1747848,1,1,0.73
1918753,0,0,0.05
1750808,0,0,0.17
1832266,0,0,0.14
1751814,0,0,0.17
1924995,1,1,0.71
1832655,0,0,0.21
1835991,0,0,0.0
1758850,0,0,0.09
1837167,0,0,0.01
1929094,0,0,0.07
1759701,0,0,0.13
1759806,0,0,0.11
1763095,0,0,0.2
1837190,0,0,0.11
1769184,0,0,0.14
1931883,1,1,0.8
1841734,1,1,0.89
1776821,0,0,0.13
1779146,0,0,0.04
1847918,0,0,0.14
1781488,1,1,0.75
1781674,1,1,0.76
1941221,0,0,0.14
1944783,0,0,0.22
1849848,0,0,0.09
1948757,0,0,0.18
1950428,0,0,0.12
2041946,0,0,0.13
1850001,1,1,0.77
2042677,0,0,0.06
2051484,0,0,0.07
2055595,0,0,0.12
1959307,1,1,0.76
1853946,1,1,0.78
1960842,0,0,0.19
2055802,0,0,0.18
1856355,0,0,0.18
1964828,0,0,0.1
1856713,0,0,0.08
1859235,1,1,0.82
1965557,1,1,0.74
2058290,1,1,0.87
2061698,0,0,0.16
1860700,0,0,0.15
2062949,0,0,0.17
2066017,0,0,0.18
1967264,1,1,0.76
1971325,1,1,0.81
1971622,0,0,0.13
1860971,0,0,0.14
1971900,0,0,0.13
2069994,0,0,0.14
1861007,0,0,0.03
2070289,1,1,0.79
1972008,1,1,0.89
1861474,0,0,0.12
1864439,1,1,0.87
1975188,1,1,0.79
1976085,1,1,0.83
1979684,0,0,0.06
2071104,1,1,0.8
1864572,0,0,0.01
1865269,0,0,0.21
2072523,0,0,0.09
1982258,0,0,0.15
1985445,0,0,0.05
1988311,0,0,0.06
2073869,0,0,0.12
1865992,0,0,0.12
2076112,0,0,0.04
1990067,0,0,0.17
1868877,1,1,0.88
1869438,1,1,0.81
2079551,1,1,0.81
1875734,0,0,0.07
1892721,1,1,0.8
1990543,0,0,0.09
1892769,0,0,0.02
2083347,0,0,0.21
1892958,0,0,0.03
2192641,1,1,0.84
2086456,0,0,0.15
2089370,0,0,0.19
1995488,1,1,0.79
2192814,0,0,0.13
1997451,0,0,0.02
2193676,0,0,0.1
2204118,1,1,0.75
2207521,0,0,0.15
1999224,0,0,0.14
2093182,0,0,0.21
1999243,1,1,0.86
2208231,0,0,0.14
2005531,0,0,0.19
2098060,0,0,0.09
2209706,0,0,0.18
2012813,0,0,0.13
2019835,0,0,0.06
2210493,1,1,0.78
2021231,1,1,0.85
2101336,0,0,0.09
2102831,0,0,0.03
2210634,0,0,0.16
2105487,0,0,0.1
2026121,1,1,0.72
2216775,1,1,0.87
2107420,0,0,0.06
2108340,0,0,0.05
2222482,0,0,0.05
2110830,0,0,0.09
2027723,0,0,0.08
2028377,0,0,0.12
2032731,0,0,0.15
2111804,1,1,0.75
2114166,0,0,0.15
2223241,0,0,0.09
2114558,1,1,0.76
2033186,0,0,0.07
2224437,1,1,0.81
2227111,1,1,0.76
2034041,1,1,0.87
2227203,1,1,0.94
2227286,0,0,0.15
2038293,1,1,0.84
2038551,0,0,0.03
2227698,1,1,0.86
2114688,0,0,0.16
2228693,0,0,0.11
2038614,1,1,0.86
2232853,1,1,0.82
2038783,0,0,0.15
2233548,1,1,0.78
2379697,0,0,0.08
2123526,0,0,0.09
2236561,1,1,0.8
2124140,0,0,0.15
2127148,0,0,0.12
2127823,0,0,0.04
2380122,0,0,0.1
2380381,0,0,0.08
2248523,1,1,0.77
2380672,0,0,0.14
2250407,1,1,0.8
2128052,0,0,0.21
2250557,0,0,0.11
2383462,1,1,0.73
2130627,1,1,0.8
2261953,0,0,0.05
2384833,0,0,0.21
2391521,0,0,0.05
2138148,1,1,0.9
2262763,0,0,0.14
2141767,1,1,0.83
2393220,1,1,0.76
2395864,0,0,0.06
2146019,0,0,0.03
2267278,0,0,0.09
2151104,0,0,0.1
2151549,1,1,0.79
2397049,0,0,0.14
2401102,0,0,0.1
2406668,0,0,0.18
2155444,0,0,0.12
2268086,1,1,0.74
2159048,1,1,0.89
2411910,1,1,0.73
2268549,0,0,0.17
2413322,0,0,0.1
2165624,1,1,0.84
2177449,0,0,0.02
2268612,0,0,0.1
2419745,0,0,0.16
